ts,lat,long,tbs-pasto,ur-pasto,tgn-pasto,tpo-pasto,tbs-sombra,ur-sombra,tgn-sombra,tpo-sombra,posicao,local
1477459200,-8.61967,-36.61317,18.200,82.577,17.891,15.140,17.819,87.903,32.562,15.808,0,1
