timestamp_pasto;tbs;ur;tgn;tpo
1477921447;28841;48589;38143;17277
1477922347;29439;46095;38672;16998
1477923247;28841;49913;40343;17698
1477924147;29916;46153;-;17450
1477925047;29515;46235;-;17114
1477925947;29966;46028;-;17454
1477926847;30469;44447;41560;17359
1477927747;31128;42805;44165;17358
1477928647;31103;43266;41619;17505
1477929547;31331;41433;42238;17024
1477930447;31535;40589;42001;16880
1477931347;31765;40613;43073;17095
1477932247;31893;42393;44905;17893
1477933147;32227;41397;41619;17813
1477934047;31128;41910;36389;17023
1477934947;31637;41932;42179;17489
1477935847;30773;42964;36173;17097
1477936747;30343;42486;38616;16533
1477937647;30748;42796;39065;17012
1477938547;29515;43745;32949;16245
1477939447;29991;44424;38004;16918
1477940347;28692;45483;29640;16109
1477941247;29565;45555;36796;16926
1477942147;28245;47057;34071;16233
1477943047;27259;49290;27875;16049
1477943947;27358;50521;29640;16522
1477944847;26353;53504;26744;16479
1477945747;25355;58278;24629;16858
1477946647;24629;61894;24532;17091
1477947547;24002;63954;23400;16992
1477948447;23497;65861;22896;16954
1477949347;23208;67459;22920;17039
1477950247;22872;68145;22537;16869
1477951147;22561;69069;23569;16771
1477952047;22321;70325;-;16810
1477952947;21819;71554;40833;16583
1477953847;21413;72178;-;16320
1477954747;21056;72751;20484;16091
1477955647;20698;73813;23857;15958
1477956547;20341;74724;20055;15791
1477957447;20055;75758;19841;15714
1477958347;19793;76506;19318;15602
1477959247;19627;76985;19627;15530
1477960147;19460;77235;19674;15415
1477961047;19389;77703;19674;15432
1477961947;19294;78335;19603;15456
1477962847;19341;78543;19936;15541
1477963747;19318;78538;19865;15517
1477964647;19175;78903;19627;15444
1477965547;19127;79485;19746;15503
1477966447;18866;79542;18699;15258
1477967347;18794;80200;19603;15306
1477968247;18889;80417;20055;15438
1477969147;18937;80259;20174;15456
1477970047;18913;80170;20198;15417
1477970947;18937;80006;20317;15411
1477971847;18961;79759;20317;15390
1477972747;18985;79960;20388;15449
1477973647;18913;79636;20293;15321
1477974547;18747;79741;19888;15178
1477975447;18604;80215;19793;15123
1477976347;18485;80357;19627;15032
1477977247;18366;80583;19484;14956
1477978147;18461;80744;19841;15077
1477979047;18438;80683;19722;15043
1477979947;18414;80845;19770;15048
1477980847;18414;80957;19793;15068
1477981747;18366;80891;19746;15010
1477982647;18176;80849;19318;14816
1477983547;18105;81224;19389;14812
1477984447;18176;81295;19555;14894
1477985347;18224;81333;19603;14948
1477986247;18224;81417;19603;14962
1477987147;18033;81653;19199;14817
1477988047;18033;81764;19365;14836
1477988947;18176;81712;19698;14967
1477989847;18889;81646;21533;15655
1477990747;19365;80631;21652;15941
1477991647;19318;80621;21413;15893
1477992547;20793;78592;-;16966
1477993447;21390;74122;-;16688
1477994347;21485;73590;-;16674
1477995247;21628;73327;-;16760
1477996147;22369;71541;-;17110
1477997047;23400;68537;-;17461
1477997947;24219;66106;-;17699
1477998847;24412;64083;-;17412
1477999747;24581;63868;-;17522
1478000647;24944;60809;28593;17119
1478001547;24581;61519;27235;16953
1478002447;25162;59765;29265;17061
1478003347;25598;58967;29265;17266
1478004247;26573;54388;-;16935
1478005147;26622;53826;31153;16821
1478006047;26769;54321;31714;17098
1478006947;27235;51815;31586;16800
1478007847;27776;49774;-;16676
1478008747;27308;51123;-;16660
1478009647;27727;50121;-;16738
1478010547;28097;49687;-;16944
1478011447;27751;49514;-;16572
1478012347;28147;49275;-;16859
1478013247;29040;46764;-;16860
1478014147;28742;46532;-;16510
1478015047;29015;45979;-;16572
1478015947;29740;44231;-;16622
1478016847;29590;44148;-;16457
1478017747;29040;45427;33469;16406
1478018647;29115;44486;33678;16147
1478019547;29389;43993;37151;16221
1478020447;29840;42760;39234;16182
1478021347;29365;43366;34045;15973
1478022247;29215;44170;36851;16125
1478023147;29640;41945;37261;15699
1478024047;29490;44924;36335;16639
1478024947;28444;45323;34624;15829
1478025847;28891;44198;34916;15842
1478026747;28072;46158;33783;15775
1478027647;27875;46297;32898;15642
1478028547;27333;47203;34519;15448
1478029447;26720;50309;29590;15870
1478030347;25841;50481;-;15113
1478031247;24895;55873;30697;15785
1478032147;23954;57631;23400;15374
1478033047;23497;59321;23232;15380
1478033947;23112;63925;24050;16141
1478034847;22657;66135;-;16216
1478035747;22106;69134;-;16349
1478036647;21581;70423;-;16118
1478037547;21151;71252;-;15877
1478038447;21103;72964;36579;16180
1478039347;20722;72686;20817;15756
1478040247;20174;73826;28270;15453
1478041147;19817;74418;-;15224
1478042047;19603;74951;-;15119
1478042947;19389;75595;-;15036
1478043847;19175;76066;-;14917
1478044747;19008;76716;-;14878
1478045647;18913;77888;-;15003
1478046547;18723;78526;-;14935
1478047447;18533;78458;-;14737
1478048347;18390;79075;17843;14710
1478049247;18271;79695;17677;14705
1478050147;18129;79973;17701;14615
1478051047;18105;80499;18176;14685
1478051947;18057;80684;18533;14671
1478052847;18033;81013;18675;14705
1478053747;18033;81236;19056;14744
1478054647;18033;81431;19080;14778
1478055547;17986;81698;19246;14778
1478056447;18152;81707;19603;14943
1478057347;18010;81648;19318;14793
1478058247;17962;81915;19270;14792
1478059147;18010;82036;19436;14860
1478060047;17843;82166;19222;14719
1478060947;17867;82226;19413;14753
1478061847;17701;82162;19175;14578
1478062747;17677;82212;19175;14564
1478063647;17938;82131;19722;14806
1478064547;18081;82052;19793;14933
1478065447;18010;82036;19555;14860
1478066347;17938;82187;19532;14816
1478067247;18010;82313;19674;14908
1478068147;18081;82163;19888;14952
1478069047;18176;82045;34334;15025
1478069947;18200;81856;22250;15015
1478070847;18176;81851;22705;14991
1478071747;18271;81955;22944;15102
1478072647;18319;81994;23256;15156
1478073547;18390;81954;24219;15219
1478074447;18438;81909;23569;15257
1478075347;18580;81773;24146;15374
1478076247;19103;81135;25647;15774
1478077147;19651;80019;26793;16111
1478078047;20317;78152;28048;16420
1478078947;21413;74590;28866;16804
1478079847;22537;70925;27801;17143
1478080747;23569;64486;-;16706
1478081647;23256;65849;-;16723
1478082547;21772;69811;-;16172
1478083447;21724;71301;-;16439
1478084347;22178;68673;-;16319
1478085247;23280;65071;-;16567
1478086147;24460;60148;-;16497
1478087047;24847;57859;32150;16271
1478087947;24871;57987;31765;16327
1478088847;24702;58333;31179;16259
1478089747;25477;54798;33079;16031
1478090647;26304;53655;36039;16477
1478091547;27063;49296;35609;15871
1478092447;27407;48343;36308;15885
1478093347;28048;47162;-;16087
1478094247;28369;47591;-;16522
1478095147;28468;48089;-;16775
1478096047;29040;46373;-;16729
1478096947;29165;45016;-;16377
1478097847;29190;45804;-;16671
1478098747;29490;44169;-;16374
1478099647;29740;42617;-;16039
1478100547;29490;42556;-;15791
1478101447;29414;43602;-;16103
1478102347;29865;42334;-;16047
1478103247;29865;42466;-;16096
1478104147;30091;42689;-;16382
1478105047;30066;41230;-;15812
1478105947;29966;40820;-;15566
1478106847;30343;40661;-;15842
1478107747;30192;41177;-;15905
1478108647;30192;41840;-;16156
1478109547;29790;40070;-;15118
1478110447;29740;42187;-;15880
1478111347;29340;42473;-;15625
1478112247;29040;43822;-;15844
1478113147;28941;45644;-;16390
1478114047;28295;47322;-;16366
1478114947;27554;49038;-;16241
1478115847;26012;51363;-;15536
1478116747;25428;53343;-;15574
1478117647;24629;55553;28171;15449
1478118547;23689;58117;27235;15252
1478119447;23136;60001;27998;15213
1478120347;22729;60793;29315;15025
1478121247;22369;63529;26965;15342
1478122147;21772;67174;-;15602
1478123047;21533;68822;-;15732
1478123947;21175;70113;-;15663
1478124847;20865;71052;-;15560
1478125747;20746;73011;-;15844
1478126647;20555;73582;-;15774
1478127547;20531;74156;-;15864
1478128447;20317;74892;-;15800
1478129347;20055;75213;-;15609
1478130247;19793;75734;-;15455
1478131147;19722;76377;-;15508
1478132047;19865;76578;-;15685
1478132947;19722;76063;-;15448
1478133847;19627;76129;-;15368
1478134747;19579;76776;-;15444
1478135647;19555;77340;-;15527
1478136547;19532;77534;-;15540
1478137447;19460;77803;-;15520
1478138347;19508;77870;-;15579
1478139247;19436;77912;-;15517
1478140147;19389;78638;-;15605
1478141047;19341;79136;-;15649
1478141947;19318;79469;-;15686
1478142847;19413;79518;-;15788
1478143747;19460;79922;-;15907
1478144647;19484;80264;-;15992
1478145547;19532;80302;-;16045
1478146447;19508;80297;-;16021
1478147347;19460;80399;-;15993
1478148247;19460;80820;-;16068
1478149147;19484;80965;-;16117
1478150047;19508;81055;-;16156
1478150947;19508;80802;-;16111
1478151847;19294;80840;-;15909
1478152747;19270;81087;-;15929
1478153647;19127;81279;-;15823
1478154547;19127;81559;-;15872
1478155447;19175;81736;-;15950
1478156347;19080;81911;-;15887
1478157247;19246;82087;-;16081
1478158147;19365;81946;-;16173
1478159047;19484;82000;-;16299
1478159947;19318;82019;-;16139
1478160847;19246;81975;-;16062
1478161747;19246;81668;-;16008
1478162647;19246;81696;-;16013
1478163547;19389;81728;-;16158
1478164447;19912;81282;-;16593
1478165347;20436;79396;-;16765
1478166247;20555;78713;-;16756
1478167147;20865;78010;-;16927
1478168047;21199;77194;-;17099
1478168947;21533;76803;-;17349
1478169847;22011;76124;-;17683
1478170747;22154;75605;-;17721
1478171647;22298;76614;-;18056
1478172547;23713;72265;-;18556
1478173447;23785;71129;-;18388
1478174347;22944;73758;-;18119
1478175247;22848;74263;-;18128
1478176147;24195;71088;-;18773
1478177047;25283;66683;-;18846
1478177947;25137;67260;-;18838
1478178847;24557;68925;19698;18654
1478179747;24750;67553;22489;18534
1478180647;24847;66818;24750;18461
1478181547;24026;71617;21724;18722
1478182447;23665;73635;20222;18791
1478183347;24702;70173;28568;19065
1478184247;25065;68298;27949;19002
1478185147;25307;67591;28048;19075
1478186047;24388;70946;25525;18929
1478186947;23184;74533;22106;18508
1478187847;22441;76153;22321;18107
1478188747;23593;76125;27801;19219
1478189647;24653;69718;30824;18920
1478190547;25355;68110;29165;19238
1478191447;25404;65616;28419;18716
1478192347;25817;65140;28568;18998
1478193247;27038;62254;32407;19458
1478194147;27431;58407;33574;18840
1478195047;27505;58043;33001;18812
1478195947;26061;59379;23737;17807
1478196847;25089;61938;25137;17536
1478197747;25089;62764;25477;17738
1478198647;25210;63120;25186;17939
1478199547;25137;63322;22513;17919
1478200447;24774;64144;20174;17771
1478201347;24243;65779;24750;17647
1478202247;23689;67574;24050;17524
1478203147;23352;68916;23232;17497
1478204047;22824;70242;22298;17276
1478204947;22178;71358;21485;16888
1478205847;21915;72420;-;16853
1478206747;21604;72157;21008;16500
1478207647;21318;73818;20698;16558
1478208547;21175;74427;20698;16541
1478209447;20674;74992;19960;16166
1478210347;20269;76174;-;16001
1478211247;20031;77296;19318;15982
1478212147;19722;78056;18961;15822
1478213047;19460;78398;-;15630
1478213947;19270;78782;18604;15515
1478214847;19199;78654;18723;15422
1478215747;19008;79319;18390;15357
1478216647;18889;79800;18247;15328
1478217547;18889;80333;18390;15423
1478218447;18818;80429;18247;15370
1478219347;18699;80655;18010;15294
1478220247;18699;81047;18176;15363
1478221147;18842;81133;18271;15518
1478222047;18937;81350;18319;15649
1478222947;18889;81423;18200;15615
1478223847;18771;81592;18010;15529
1478224747;18794;81820;18033;15592
1478225647;18937;82130;18295;15786
1478226547;18937;82019;18343;15766
1478227447;18699;81744;17938;15485
1478228347;18461;81775;17605;15258
1478229247;18485;82225;17724;15359
1478230147;18699;82355;18057;15591
1478231047;18652;82261;17938;15528
1478231947;18485;82169;17677;15349
1478232847;18366;82393;17463;15271
1478233747;18271;82538;17391;15203
1478234647;18129;82672;17201;15086
1478235547;18033;82817;17130;15017
1478236447;17938;82879;16963;14934
1478237347;17986;83000;17130;15002
1478238247;17891;82951;16963;14900
1478239147;17915;83011;16939;14934
1478240047;17938;83127;16963;14977
1478240947;18105;83164;17201;15147
1478241847;18152;83175;17249;15195
1478242747;18366;83195;17653;15409
1478243647;18414;83123;17558;15443
1478244547;18438;83128;17558;15467
1478245447;18319;83157;17320;15356
1478246347;18247;83196;17225;15292
1478247247;18271;83285;17320;15331
1478248147;18628;83226;18414;15671
1478249047;18937;82741;18652;15891
1478249947;19294;82320;19365;16168
1478250847;19579;81518;20150;16308
1478251747;19698;81012;20174;16335
1478252647;20913;76935;22848;16771
1478253547;21318;75869;22585;16961
1478254447;21700;74270;22872;17018
1478255347;21939;73242;22705;17043
1478256247;22848;70659;24919;17387
1478257147;23497;67958;25040;17425
1478258047;24026;67095;27259;17739
1478258947;24774;63810;27998;17691
1478259847;24968;63080;27677;17700
1478260747;25744;60629;28816;17829
1478261647;25890;59786;29190;17752
1478262547;26769;55645;31561;17470
1478263447;27751;55882;33730;18452
1478264347;27702;54327;32330;17967
1478265247;28245;52080;33495;17813
1478266147;28766;50418;33835;17787
1478267047;29090;50009;35395;17957
1478267947;28568;49523;33079;17324
1478268847;28965;48734;35609;17438
1478269747;29490;47145;36715;17397
1478270647;30041;46037;38700;17525
1478271547;30318;44199;37838;17134
1478272447;30217;43529;36579;16802
1478273347;30697;44506;37728;17586
1478274247;29590;45263;33469;16848
1478275147;30217;44187;36742;17039
1478276047;31001;42194;37755;17016
1478276947;30646;43643;37535;17231
1478277847;30672;42224;36308;16731
1478278747;30545;42376;35716;16674
1478279647;29865;43653;29865;16529
1478280547;29215;44924;-;16390
1478281447;30142;43948;-;16885
1478282347;30571;43371;-;17063
1478283247;29865;43785;-;16576
1478284147;28816;46216;-;16472
1478285047;29690;44488;-;16668
1478285947;29240;45679;-;16674
1478286847;28394;46197;-;16081
1478287747;27998;47447;-;16136
1478288647;26769;54700;-;17206
1478289547;25598;57631;-;16915
1478290447;24412;60786;-;16612
1478291347;23400;62882;-;16167
1478292247;22681;64034;-;15756
1478293147;22106;65350;-;15513
1478294047;21676;66681;-;15402
1478294947;21342;68433;-;15465
1478295847;20889;68558;-;15058
1478296747;20674;71016;-;15369
1478297647;20484;72524;-;15493
1478298547;20293;73820;-;15567
1478299447;20055;74581;-;15486
1478300347;19841;75400;-;15437
1478301247;19651;76134;-;15392
1478302147;19389;76395;-;15188
1478303047;19270;77594;-;15296
1478303947;19151;78673;-;15379
1478304847;19008;79150;-;15327
1478305747;18818;79812;-;15260
1478306647;18652;79833;-;15101
1478307547;18509;80139;-;15016
1478308447;18414;80398;-;14969
1478309347;18319;80992;-;14981
1478310247;18343;81303;-;15059
1478311147;18271;81344;-;14996
1478312047;18461;81079;-;15136
1478312947;18604;81082;-;15276
1478313847;18818;81017;-;15474
1478314747;18913;80786;-;15526
1478315647;18913;80422;-;15462
1478316547;18842;79986;-;15314
1478317447;18913;80170;-;15417
1478318347;18747;80358;-;15288
1478319247;18747;80526;-;15318
1478320147;18699;80404;-;15249
1478321047;18604;80607;-;15192
1478321947;18414;80845;-;15048
1478322847;18438;81380;-;15165
1478323747;18343;81387;-;15073
1478324647;18438;81296;-;15151
1478325547;18485;81223;-;15184
1478326447;18509;81061;-;15179
1478327347;18509;81340;-;15228
1478328247;18366;81225;-;15068
1478329147;18414;81291;-;15127
1478330047;18295;81377;-;15025
1478330947;18295;81432;-;15035
1478331847;18200;81439;-;14943
1478332747;18057;81491;-;14812
1478333647;18057;81714;-;14851
1478334547;18224;81639;-;15001
1478335447;18533;80843;-;15164
1478336347;19508;79538;-;15885
1478337247;19341;79136;-;15649
1478338147;20317;75754;-;15967
1478339047;20603;75035;-;16105
1478339947;20841;73986;-;16130
1478340847;21676;70323;-;16189
1478341747;22321;68966;-;16520
1478342647;22800;68043;-;16778
1478343547;22872;67608;-;16751
1478344447;23088;65219;-;16418
1478345347;23833;63743;-;16782
1478346247;23737;63758;-;16694
1478347147;24605;61124;-;16878
1478348047;25525;57776;-;16885
1478348947;26182;55308;-;16830
1478349847;26573;56338;-;17479
1478350747;27481;50506;-;16630
1478351647;26989;53909;-;17186
1478352547;27481;51210;-;16845
1478353447;28766;48450;-;17164
1478354347;28369;50719;-;17514
1478355247;28023;50192;-;17033
1478356147;28891;49080;-;17480
1478357047;29015;47671;-;17138
1478357947;29540;46107;-;17093
1478358847;29240;46006;-;16786
1478359747;29966;45012;-;17102
1478360647;29840;45030;-;16995
1478361547;30950;44338;-;17755
1478362447;28742;46142;-;16379
1478363347;30041;42551;-;16286
1478364247;30142;43685;-;16790
1478365147;28345;45442;-;15780
1478366047;30091;42920;-;16467
1478366947;30621;43211;-;17051
1478367847;30646;42553;-;16831
1478368747;29040;44871;-;16214
1478369647;29590;44935;-;16734
1478370547;30217;44122;-;17015
1478371447;28816;46802;-;16668
1478372347;28841;46837;-;16703
1478373247;28345;48138;-;16677
1478374147;27063;50354;-;16199
1478375047;26329;52264;-;16096
1478375947;25768;55217;-;16419
1478376847;24484;58703;-;16151
1478377747;23737;60403;-;15879
1478378647;23112;62288;-;15751
1478379547;22753;62259;-;15404
1478380447;22465;63666;-;15465
1478381347;22274;66667;-;15969
1478382247;21987;69674;-;16350
1478383147;21294;72302;-;16230
1478384047;20793;72351;-;15757
1478384947;20341;73309;-;15512
1478385847;20055;74293;-;15430
1478386747;19841;74969;-;15354
1478387647;19722;75949;-;15426
1478388547;19579;76519;-;15396
1478389447;19555;76857;-;15436
1478390347;19484;77326;-;15455
1478391247;19318;77972;-;15413
1478392147;19127;78385;-;15303
1478393047;18961;78886;-;15232
1478393947;18794;79723;-;15221
1478394847;18675;80426;-;15230
1478395747;18675;80622;-;15265
1478396647;18723;80716;-;15328
1478397547;18723;80689;-;15323
1478398447;18723;80633;-;15313
1478399347;18747;80498;-;15313
1478400247;18747;80190;-;15258
1478401147;18818;80429;-;15370
1478402047;18794;80424;-;15346
1478402947;18771;80447;-;15327
1478403847;18771;80587;-;15352
1478404747;18699;80851;-;15329
1478405647;18675;80958;-;15324
1478406547;18628;81115;-;15305
1478407447;18509;81312;-;15223
1478408347;18533;81289;-;15243
1478409247;18533;81401;-;15262
1478410147;18390;81453;-;15132
1478411047;18438;81631;-;15209
1478411947;18390;81342;-;15112
1478412847;18105;81613;-;14880
1478413747;18010;82036;-;14860
1478414647;18081;82163;-;14952
1478415547;17962;82164;-;14835
1478416447;17915;82265;-;14806
1478417347;17962;82331;-;14864
1478418247;17938;82298;-;14835
1478419147;17701;82190;-;14583
1478420047;17653;82373;-;14568
1478420947;17772;82482;-;14703
1478421847;18105;82556;-;15043
1478422747;18485;81975;-;15316
1478423647;19080;81660;-;15843
1478424547;20317;77497;-;16298
1478425447;21079;74986;-;16558
1478426347;21581;72823;-;16612
1478427247;21533;71382;-;16272
1478428147;21223;71850;-;16069
1478429047;21533;71236;-;16241
1478429947;22705;68263;-;16734
1478430847;23521;65323;-;16854
1478431747;24122;65517;-;17472
1478432647;24243;62778;-;16940
1478433547;25016;61834;-;17442
1478434447;25890;57800;-;17233
1478435347;26012;58627;-;17566
1478436247;26867;55376;-;17486
1478437147;27751;55535;-;18355
1478438047;28444;50761;-;17596
1478438947;28023;52177;-;17637
1478439847;27875;54034;-;18044
1478440747;27998;51055;-;17275
1478441647;28394;49404;-;17127
1478442547;29565;48648;-;17959
1478443447;28742;48770;-;17244
