Timestamp;Latitude;Longitude
1540308832;-8.61957;-36.61305
1540308893;-8.61963;-36.61297
1540308954;-8.61957;-36.61310
1540309015;-8.61956;-36.61319
1540309076;-8.61952;-36.61320
1540309136;-8.61950;-36.61320
1540309197;-8.61952;-36.61319
1540309258;-8.61953;-36.61318
1540309319;-8.61957;-36.61297
1540309380;-8.61959;-36.61298
1540309441;-8.61960;-36.61298
1540309502;-8.61960;-36.61298
1540309563;-8.61961;-36.61299
1540309624;-8.61959;-36.61298
1540309685;-8.61960;-36.61298
1540309746;-8.61960;-36.61297
1540309807;-8.61959;-36.61299
1540309868;-8.61956;-36.61298
1540309929;-8.61956;-36.61299
1540309990;-8.61956;-36.61298
1540310051;-8.61956;-36.61298
1540310112;-8.61956;-36.61298
1540310173;-8.61957;-36.61298
1540310234;-8.61956;-36.61297
1540310295;-8.61956;-36.61296
1540310356;-8.61957;-36.61298
1540310417;-8.61956;-36.61296
1540310478;-8.61957;-36.61295
1540310539;-8.61956;-36.61300
1540310600;-8.61960;-36.61295
1540310661;-8.61956;-36.61296
1540310722;-8.61959;-36.61296
1540310783;-8.61957;-36.61297
1540310844;-8.61957;-36.61298
1540310905;-8.61957;-36.61295
1540310966;-8.61958;-36.61299
1540311027;-8.61960;-36.61302
1540311088;-8.61959;-36.61302
1540311149;-8.61956;-36.61301
1540311210;-8.61956;-36.61303
1540311271;-8.61957;-36.61298
1540311332;-8.61963;-36.61301
1540311393;-8.61963;-36.61301
1540311454;-8.61965;-36.61302
1540311515;-8.61967;-36.61303
1540311576;-8.61966;-36.61307
1540311637;-8.61967;-36.61308
1540311698;-8.61969;-36.61309
1540311759;-8.61968;-36.61311
1540311820;-8.61968;-36.61313
1540311881;-8.61968;-36.61313
1540311942;-8.61970;-36.61312
1540312003;-8.61971;-36.61311
1540312064;-8.61970;-36.61309
1540312125;-8.61967;-36.61312
1540312186;-8.61970;-36.61314
1540312247;-8.61964;-36.61307
1540312308;-8.61961;-36.61308
1540312369;-8.61963;-36.61307
1540312430;-8.61960;-36.61306
1540312491;-8.61955;-36.61302
1540312552;-8.61954;-36.61301
1540312613;-8.61955;-36.61300
1540312674;-8.61956;-36.61293
1540312735;-8.61957;-36.61293
1540312735;-8.61957;-36.61293
1540312856;-8.61963;-36.61294
1540312917;-8.61963;-36.61296
1540312978;-8.61956;-36.61303
1540313039;-8.61956;-36.61304
1540313100;-8.61955;-36.61303
1540313161;-8.61955;-36.61303
1540313222;-8.61955;-36.61303
1540313283;-8.61955;-36.61303
1540313344;-8.61954;-36.61302
1540313405;-8.61954;-36.61304
1540313466;-8.61954;-36.61304
1540313527;-8.61954;-36.61304
1540313588;-8.61954;-36.61304
1540313649;-8.61954;-36.61303
1540313710;-8.61954;-36.61304
1540313771;-8.61953;-36.61304
1540313832;-8.61953;-36.61304
1540313893;-8.61953;-36.61304
1540313954;-8.61953;-36.61303
1540314015;-8.61953;-36.61304
1540314076;-8.61953;-36.61303
1540314137;-8.61953;-36.61303
1540314198;-8.61954;-36.61304
1540314259;-8.61954;-36.61304
1540314320;-8.61955;-36.61303
1540314381;-8.61955;-36.61304
1540314442;-8.61954;-36.61303
1540314503;-8.61955;-36.61302
1540314564;-8.61955;-36.61302
1540314625;-8.61954;-36.61302
1540314686;-8.61955;-36.61302
1540314747;-8.61954;-36.61303
1540314808;-8.61954;-36.61304
1540314869;-8.61953;-36.61304
1540314930;-8.61954;-36.61303
1540314991;-8.61954;-36.61303
1540315052;-8.61954;-36.61303
1540315113;-8.61954;-36.61303
1540315174;-8.61955;-36.61303
1540315235;-8.61955;-36.61303
1540315296;-8.61955;-36.61304
1540315357;-8.61955;-36.61304
1540315418;-8.61955;-36.61304
1540315479;-8.61956;-36.61305
1540315540;-8.61956;-36.61305
1540315601;-8.61956;-36.61305
1540315662;-8.61956;-36.61306
1540315723;-8.61957;-36.61306
1540315784;-8.61955;-36.61303
1540315845;-8.61954;-36.61303
1540315906;-8.61954;-36.61303
1540315967;-8.61954;-36.61302
1540316028;-8.61953;-36.61302
1540316089;-8.61953;-36.61303
1540316150;-8.61953;-36.61303
1540316211;-8.61953;-36.61303
1540316272;-8.61954;-36.61303
1540316333;-8.61954;-36.61304
1540316394;-8.61954;-36.61303
1540316455;-8.61954;-36.61303
1540316516;-8.61954;-36.61303
1540316577;-8.61954;-36.61304
1540316638;-8.61954;-36.61303
1540316699;-8.61954;-36.61303
1540316760;-8.61954;-36.61304
1540316821;-8.61954;-36.61305
1540316882;-8.61954;-36.61304
1540316943;-8.61954;-36.61303
1540317004;-8.61954;-36.61303
1540317065;-8.61954;-36.61303
1540317126;-8.61953;-36.61303
