ts,lat,long,tbs-pasto,ur-pasto,tgn-pasto,tpo-pasto,tbs-sombra,ur-sombra,tgn-sombra,tpo-sombra,posicao,local,classe
1478044800,-8.61953,-36.61325,19008,76.716,?,14.878,18.533,82.653,25.477,15.546,1,0,ocio
1478045400,-8.61960,-36.61321,18913,77.888,?,15.003,18.390,83.816,26.207,15.624,1,0,ocio
1478046000,-8.61969,-36.61312,18913,77.888,?,15.003,18.390,83.816,26.207,15.624,1,0,ocio
1478046600,-8.61964,-36.61314,18723,78.526,?,14.935,18.247,84.475,26.646,15.607,1,0,ruminando
1478047200,-8.61956,-36.61303,18533,78.458,?,14.737,18.010,85.326,27.161,15.530,1,0,ocio
1478047800,?,?,18533,78.458,?,14.737,18.010,85.326,27.161,15.530,1,0,ocio
1478048400,?,?,18390,79.075,17.843,14.710,17.819,85.937,27.702,15.455,1,0,ocio
1478049000,?,?,18271,79.695,17.677,14.705,17.701,86.489,28.667,15.438,1,0,ocio
1478049600,?,?,18271,79.695,17.677,14.705,17.701,86.489,28.667,15.438,1,0,ocio
1478050200,?,?,18129,79.973,17.701,14.615,17.605,86.802,29.015,15.400,0,0,ocio
1478050800,?,?,18105,80.499,18.176,14.685,17.510,87.162,29.615,15.371,0,0,comendo
1478051400,?,?,18105,80.499,18.176,14.685,17.510,87.162,29.615,15.371,0,0,comendo
1478052000,?,?,18057,80.684,18.533,14.671,17.510,87.019,29.590,15.346,0,0,comendo
1478052600,?,?,18033,81.013,18.675,14.705,17.534,86.977,29.215,15.362,0,0,comendo
1478053200,?,?,18033,81.013,18.675,14.705,17.534,86.977,29.215,15.362,0,0,comendo
1478053800,?,?,18033,81.236,19.056,14.744,17.510,87.639,29.815,15.456,0,0,comendo
1478054400,?,?,18033,81.431,19.080,14.778,17.558,87.888,30.293,15.548,0,0,comendo
1478055000,?,?,18033,81.431,19.080,14.778,17.558,87.888,30.293,15.548,0,0,comendo
